text,y
"I really wanted to wait before upgrading from Vdx, but since my Vdx was acting strangely and I wanted the VisorPhone, too,....I bit the bullet.
I'm moderately satisfied, but unenthusiastic.
PROS:  Bright screen, looks great indoors.  Nicer looking than VDX.
CONS  Color quality is so-so.  Screen is barely readable outside or in any bright light. Huge problem.  I knew I would hate the lithium battery. I do.
BUGS  --I did my first sync to my home computer to Lotus Organizer. Just as happened when I first bought a VDX, it asked me on installation if I wanted to keep my Lotus conduits. I said yes. It overwrote them all anyway, necessitating a reinstall of Easy Sync. Not such a big deal, but annoying.  --MORE dangerous: NONE of my Notepad entries sync'd and they were all wiped out. (Yes, I had them backed up. Wonder how many people won't?) Most of my calendar entries were wiped out, too. Not to mention a couple of hundred address book entries when my data was ""restored"" from backup folders.
Yikes.
MORE BUGS, but not nec Handspring's fault:  I love JOT, one of the most useful add-on programs. It does cause some conflicts with programs that required pen input to perform a function like BDICTY (translation) and AVANTGO (when using form submissions).
With the upgrade to Visor PRISM though, the conflicts were more frequent. City Date/Time, Albums to Go, EyeModule and most anything that had graphical features caused fatal errors. I had to do two hard resets in the first 6 hours before I figured out that JOT was causing the problems. (And thank god for the backup modules....)
CONCLUSION  On the whole, my biggest complaint is the  visibility of the screen outdoors. I think the cons outweigh the advantages here. I had to buy. If I didn't, I would note that is only a modest upgrade for a far higher price from VDX. I would have preferred to wait. If you can...see what's better next year! If you can't, it's a reasonably good product that is, however, overhyped.",3
"As an upgrade to the Visor Deluxe it is obviously the same thing but faster. Noticeably faster than any other Palm device out there, but not really amazing. You will probably only see a big difference in computationally-intensive applications, or those with large databases, like Kanji Hanabi. The speed is the best thing about this product.
The worst thing about this product is the platinum case. Instead of the translucent plastic of the Deluxe model it is a painted gray plastic, and when that paint wears off (and it will) this thing is going to look like a cheap toy that's ready for the trash. The battery compartment cover doesn't fit properly - it rattles. I expect more in a... device.
The clip-on cover is still a problem. Whereas the Palm III series cover flips back on a hinge, leaving a hand free for the stylus, the Handspring cover comes off. You can turn the unit over and clip it on the back, or put it down somewhere, but you have to do something with it before you can write. A clumsy design.
The big thing with Visor is of course Springboard modules. I can forgive the cover for the ability to plug in GPS, Modem, MP3, software, extra memory or even a digital camera or a phone. Palm has nothing to rival this, and now a year after launch some really useful Springboards are appearing, although some are ridiculously priced -... for a 64M MP3 module!
Apart from that... the device is very light (I was surprised to open the shipping container and find it inside, it felt far too light to contain a Visor) and includes batteries, cradle, software CD, brief guide and a few product pamphlets. The feel of the screen is not as smooth or pleasant as that of my Palm IIIe but I expect it will get better with use.
The included software installed and performed a hotsync on my Windows 2000 USB/Office 2000 system without a single problem. USB hotsync is FAST.
Unfortunately Handspring politely declined to help when I asked if I could get a set of translucent plastic for my Platinum. It would be best to see one of these before buying, or be prepared to return it if unhappy. It REALLY feels cheap and nasty.
This will be an excellent travelling email/authoring package with the Targus folding keyboard, RhinoSkin Ti slider case and CardAccess Thinmodem - unless I decide Ihate this plastic so much that I return it for a Visor Deluxe instead.",3
"I have been an avid PDA user for some time, and until recently used a Palm V and Palm m100 exclusively. After using a Visor for two months, I plan to CONTINUE using Palms exclusively.
My reasons?
First, the Visor is significantly larger than the Palm V and even the Palm m100. As a result, it is difficult to carry your Visor with you without having a bag or a very large jacket pocket. Trying to fit the Visor into a pair of jeans is impossible.
Second, the styling isn't nearly as inspired as that on the Palms. The design is more square (I realize the Palm IIIs and the VIIs are square too, but I'm comparing to the V and the m100) than Palms, the buttons harder to push, and the power button harder to use.
Third, the expansion slot really isn't all it's cut out to be. For me, a PDA is a PDA--a replacement for my address book, calendar, to do list, and note pad. It is not an MP3 player, an camera, a GPS locater, etc.--ESPECIALLY if the additional functions never work as well as the ""real thing""!
Please, buy a Palm. They're fantastic.",3
Does not stick well on curved surfaces,3
"It is not what I expected from reading the description.  I expected something solid and heavy that would hold a door in place.  It is not particularly heavy and is a hollow rather than solid wedge. It seems to work all right for the rather light-weight door I'm using it on, but if it  was even a slightly-heavy door I doubt that it would work. Maybe a little high-priced given that it is not solid.",3
Works,3
A little bigger than I expected. It does the job at propping my bathroom door open but has gotten dirty so easy and won't come clean.,3
"Made of rubber that It was okay while it lasted before my dog chewed it up ,now I use a 45 angle chunk of wood that works fine until my dog chews that up as well.",3
"the reason, is it doesn't fit extended space, but refund was great",3
"Works ok. I use this for our call room in the hospital, bought this for safety and privacy reasons, (some people just don't knock, and just swing the door open!!!) So i have been buying door stoppers. I gave 3 stars mostly because it easily slides on hospital floors, so you really have to jam it in and even doing that, doors still crap open. But it is not expensive, so it's ok. So far i bought two types of door stopper, both  just 3 stars.",3
"Not quite a perfect fit on my '03 540i, but I was okay cramming them into the filter box for the price.",3
Okay.  Slips on both carpet and linoleum floor.  Ok to hold the door open as long as the clearance is not too much from the ground.  Otherwise the door slides right over.,3
"Works well overall, but rubber has already broken some on it and leaves pieces of rubber on the floor.",3
"It's not quite as thick and strong as others I have bought.  It is more bendy in the middle when I stick it under a door.  I should have anticipated this, but it also got dirty VERY quickly.  I would suggest a different color.",3
It works.  It does slide on wood floors unless forcefully inserted.,3
"If your looking for cheap then this is what you need to get, If your looking for fancy and attractive this is not it for you.  I'm sure every one has used normal bic pens before, they are exactly the same as the one you normally used.  I personally don't mind  using them, I live with a few people in my house and my pens tend to get lost  quite often. They normal everyday pens.",3
Paper quality is not good!,3
Should have ordered one with more pages.,3
C,3
"Mead Spiral 1-Subject Wide-Ruled Notebook. It is the right product and looks like the picture. Was at Wal-Mart for .70 cents. missed sale and needed it.  Good product, just priced too high.",3
"it takes notes, uses standard paper and generally does what a notebook should. What more is there to say about a note book.",3
its ok. i guess paid too much but it was easy to just add to the shopping cart while i was buying other stuff,3
"I bought a whole case of these Mead spiral notebooks for my kids.  The pages are thin, they aren't perforated, but the price was right (back to school sales) and I'm not expecting much for school notebooks.  My biggest qualm is the wire spiral eventually getting tangled around the holes on the left edge.  It's not neat and pretty after a while and the covers don't sit well then.  They do start out looking nice and I'm not really complaining.

The pages are wide-ruled, good for elementary school kids.  Both of my kids use them and they don't have any issues with them.",3
"our store stopped being able to order staples for the staplers that we had.  we tried a replacement, and it didn't work, so i offered to order them for my work got a pack of 5 (for free shipping) they fit great but the staples are broken into little sections so it takes longer to load them.",3
WORKS WELL,3
"Ok blade, that I have used for around 35 years- before i knew any better. It's a little thick, and does not flex, but did the job. However, these are becoming scarce and the price is ridiculous for 5 blades.
Then, I tried the Olfa art knife with the curved blade, and never looked back. It's thinner, flexi and is a much superior blade to this one, at a third the price.",3
"These replacement blades are great for my Exacto knife and are super sharp, but I wish the container they came in could be reclosed without needing to tape it shut. I wind up needing my Exacto knife when I go to my workshop, and without taping these shut, they will all fall out and cause a serious hazard!",3
as expected,3
"Ok, actually, there were a few times I got stuck accidentally, and it hurt. I didn't like those staples. So far, these staples have been just fine.",3
"these were the only ones which fit the ""pliers"" stapler but when we opened the box the staples were in much smaller pieces, not in full sheets as expected.  hard to use but not worth returning.",3
Very pricey and it took a long time to get here,3
"Was too narrow, but okay!",3
"works ok, could be stronger",3
"Sticks to rough surfaced walls, but is really hard to get off the walls.",3
"This mounting tape sticks very well and is decently priced, however often pulls part of the wall off with it.",3
"The quality is OK, however, i find out a lot of the same product at lower price in 0.99$ store",3
"It did the job, I would buy it again.",3
"did I get a bad batch?? sticking power is very weak this time.  bought this stuff before for same application with no problems.
maybe old tape, maybe damaged by heat?  I don't blame scotch entirely.  chucked it..  used screws.",3
"Good for small projects, but you need a lot of it. I would not use it for anything that weighs over two pounds. Had a few items stay and some fell immediately.",3
NO OTHER RESPONSE,3
Not as good as store bought.,3
Scotch Tape brand used to hold better.  Had to use more tape than I used to,3
"Mixed feelings on this. Worked great initially. But after sitting in my drawer for 6 mos, it didn't stick as well.",3
"Nothing to write home about. I thought it was thicker, but it's just double faced tape. It works for our lightweight project.",3
"This tape must be used on hard surfaces if it is to hold.

I bought a roll of it (at an orange big-box store for the same price as Amazon) to hold the headliner up on a 14-year-old car. It would not stick to either the fabric or the foam-type ceiling where the fabric had released from the front at the windshield. As with the fabric, the tape would not stick to the ceiling covering.

If I had this roll of tape when I attached a solar security light behind the house, I might have something to say in that application. As it was, I used one of those pull-to-remove tapes which did not work on the sheet metal. I ended up attaching the solar light with screws.",3
Not the best 3M product in the world . . . not holding up in the elements. Maybe best for indoor where maximum strength is not needed.,3
I don't know maybe I got it older batch of this but it didn't stick as well as in the past when I have purchased it,3
its ok holds stuff well,3
"Didn't work as well on textured surfaces as I was hoping, but sometimes there's no replacement for super glue. Still has a nice bond and a good feel, but more for a flat surface.",3
generally scotch works on me but not this time. I do not know if I received a defective unit or not. It simply does not hold well. I used it as a mounting tape and it falls down twice within a week kinda disappointed,3
"Initially, this tape is very strong, I have noticed with time that it is not as sticky as when I first opened the package. I use it on mirror and picture frames.",3
It wouldn't be bad if it kept it's stickiness :-(,3
Didn't survive in some areas during the winter,3
okay,3
"12/24/2016 ABSOLUTELY DOES NOT WORK ON STUCCO OR BRICK! Which is what the advertisement says it will do. When you get the package it even says it will not work on this, that it works on smooth clean surfaces.

THOUGH I tried it on brick...and it fell right off. I tried to brush away any loose particles and try elsewhere and it fell right off.

It did work well on smooth, clean surfaces. I attached a big solar motion detector light to a one inch bar of my outdoor staircase and it attached right away, even though the outdoor air temperature was about 50 and I could not press the object on with much weight. So instead of sticking it to my brick walls, and steps...I attached it to the metal bars, and wood rail of my outside stairs.",3
a staple when you need strong doublesided adhesion but shocked to see how much the price has risen.,3
"I hate to give this low stars based on one application alone because i very well may not be using it for its intened purpose.

This tape was purchased to hold child safety locks for our cupboards so we didn't have to drill into our new cabinets. It does not work for that application! As soon as pressure is applied the hardware pops right off. I have not used it for anything else so i can not vouche for its efficency. If you need it for a similar application, this will not do you",3
It's Avery! Can't get their templates to fit their labels? Grrrr!,3
kind of thin,3
Does what it is supposed to and recommended.,3
I have noticed with this batch the glue is not sticking well on brown boxes in the hot weather.,3
Didn't hold up a plastic led light despite cleaning surface.,3
Not as strong as I had hoped,3
It's OK.  Sticks well but it's thicker than I wanted.,3
"Unfortunately you have to pay attention the the product number of 3M tapes...3650 is a low adhesive THIN TAPE  that has no usage in my home or business. Some may find it helpful but for me it is again, another example of cheapening a product beyond is usefulness. I recommend avoiding this POS product. 3M could do a lot better if they would advertise this as a LIGHT WEIGHT LOW ADHESIVE tape.",3
It is hard to peel the red lining off and the tape is not that sticky.,3
"I have been using this for about 2 years now and it has done its job well, but I find myself wanting to buying a new one solely because the way that it collects dust, trapping it inside and making it near impossible to wash out.",3
"Good tape, but over priced.",3
Nice size pad.  I've only had it a little more than a month and noticed the sides are starting to curl up.  I would have preferred a color other than black because it shows dirt rather quickly.,3
I'm not sure what the issue was but the tape would not stick on some boxes and it seemed to be a lighter weight then what I was expecting. It worked ok for the most part but not always.  There were some boxes that we could get it off of so I guess it worked out evenly.,3
Didn't do the job at all.  Claims to hold up to 5 lbs.  but it did not.  Disappointing.,3
"This one is all right. However, I prefer the Scotch Extreme Mounting Tape. That one is stronger (as the name indicates). If you are not sure if the tape will be strong enough to serve your purpose. Get the Scotch Extreme Mounting Tape instead. This one is really just for light use.",3
Not nearly as strong as advertised,3
"This is thinner than what I normally get. The inner paper rolls say ""packaging tape"" but the photo here shows moving and storage. I will pay more attention next time and make sure I'm getting the thicker ones. Not sure if the photo matches what I received.",3
Doesn't work that well,3
"This device is good enough but as is happening with imports, materials are too light and imbalanced.",3
Not all labels are aligned properly but I was able to choose what is good.,3
Online description was accurate and am satisfied with my purchase.,3
Smaller than I expected,3
jammed sometimes,3
"Online description was accurate, items were received promptly and am satisfied with my purchase.",3
not as good as others seems to be made cheaply,3
It`s a little flimsy,3
"While I am not happy with this, it is mostly because the perception was that these would be bigger, based on them being listed as standard size mailing labels, however as I was unable to get a good idea of the size that is on me as well.  I did find that it is VERY important to use the right software (which I found to be a challenge to find the correct number to use to locate it) and that you need to insert it into the paper tray the direction they say or it will not print properly.
I wish they would put a warning on here that you will need to have a computer with internet access in order to get the above mentioned software.",3
Just another mouse pad.,3
"Nice, but I like the smaller Tape mounted in it's own cutter for convenience.",3
ok,3
The quality of this item is ok. But gets really dirty fast from usage. But worth the price.,3
It's a mouse pad !!,3
It didn't hold my bumper up like I wanted it to. It is what it is.,3
"thick compares to other brand, but very small, quality seems ok, but not like my expectation. I end up buying another brand for $10, it's worthy",3
Works for what is needed.  The label templates can be tricky (though it could also depend on the printer itself as well),3
"Good value but noticed that it doesn't stick well after a while.
I taped up a couple of boxes for shipping and left them for 2 days and I noticed the tape start to give way. I had to re-tape some areas so my boxes didn't open during shipping.",3
The tape was not as strong as I was expecting and getting the backing off the other side is a little tricky.,3
Labels have a tendency to pull off in the printer. Yikes!,3
"Dymo is shooting itself in the foot with outrageous prices.  They need to realize that they would sell a lot more product if their prices were more in line with competitors, especially since the materials used are the same.  Only gave 3 stars because of pricing.  The product itself is good, but no better than generic versions.",3
"The labels are nice quality paper but the middle connector section is too small to wrap the tag around our jewelry products such as rings and bracelets etc.... We ended up using the tags but they get glue on the jewelry which is a hassle for our customers. We have decided to order a more professional label maker with ""real"" jewelry dumbbell tags that have a longer middle connector to fit our products. These tags are decent, but for super tiny items only... not practical for tagging jewelry. I wish dymo would have made the middle section longer and the printable area smaller.",3
"So I bought a cheaper brand labels and while they printed great if you hit the reverse button they jammed.... I figured that buying the dymo ones for the dymo printer would make a difference.... Nope they jammed as well.  They print great but they definitely jam to easy.  Also, these are not convenient to use to label necklaces or earrings, only rings because the tail is too wide.",3
Works great but it's a bit of a hassle to separate from the backing.,3
Didn't hold as well as I remember mounting tape working in the past.  My powerstrip fell off under the weight of the cords--and with out any bricks on it at all.,3
"I have no idea why I got this but it does work, is fairly long piece, over time, I will use. probably to mount some cute little LED hallway lights or something. i believe it is fairly sticky, has million uses, of which i will never see in this lifetime.",3
ok,3
"This is fairly sticky, but wasn't quite as heavy duty as I was hoping for. It seems to work for the most part, but I'm just not sure the longevity of it. Good price though.",3
"Pros:
- outdoor weather resistant
- not permanent, no drilling needed
- easy to use
- affordable, less than four dollar for 60"" tape
Cons:
- not ideal for desert weather, hot and dry
- it fell off after two months, don't use for fragile stuff
-",3
"This mouse pad had an awful smell when I first opened the bag that it came with. Couldn't use it for the first few days. Once I let it air out, it's a decent mouse pad for the price. I paid $3.99 with free shipping.",3
I like Avery's product. But this one couldn't be printed out accurate. I use word and put label code on it to print. But come out without on right space for the right 2 rows.,3
They seem to be ok but sometime when you type on them the print is not always on line when you print them out.,3
Good replacement but VERY thick. I prefer a thinner mouse pad.,3
Labels are great but software didn't work well with Windows 10. Guess they haven't update their product for new operating system.  Printed labels fine but when savings and reopening everything was gone and had to start over.  Couldn't find an update for the software on their website.,3
It is a mouse pad,3
"I bought this so I can design my own return address labels.  I was already to start using this, but, then I received yet more return address labels from some unknown company.  I don't believe I have ever bought return address labels because I keep getting them in the mail.

Once I actually run out of the free ones I will start using these.",3
Labels seem to be ok in spite of the fact that Avery places a shelve life of 2-3 years. These labels had a brochure enclosed for a contest that expired 10 years ago. They were worth the price so far.,3
"Not the best quality for my prupose. I wanted to use it to label some bottles, but it doesn't hold ink especially well which causes some fringing on the edges of prints, which isn't good for having bright colors near darker colors as they appear blurry wherever they touch. That being the case, they still are a good enough product for labeling packages and that sort of thing, assuming you aren't trying to put something too elaborate on there.",3
Tape we received had a yellow hue to it--not clear.  We also ordered the same kind of tape with a dispenser at the same time and that was crystal clear.  This looked old. Use it to cover prescription labels.  It didn't cause fading of the label print so it's usable.,3
It's o.k.,3
Very light weight and shipping took more than two weeks. But its a mouse pad and it works. You get what you pay for and this was cheap,3
"The mouse pad itself was very good quality. It was true to size and worked very well with my mouse. However, the mouse pad stunk! It smells very strongly of burnt rubber and chemicals. I'm not sure if this happened to everyone or just me. And thus far I have not found anything to get the smell to go away.",3
"It wasn't strong enough for my project, but it might work well otherwise. I was trying to use it to restick some baby proofing items to my cabinets. It did the trick at first, but eventually my toddler overpowered the ""stick."" That said, he overpowers everything.",3
Faulty tape cutter.,3
"I love that it is removable, I'm a little concerned about how long basic photos will last up on my regular painted wall though.
Update. Most photos move or get at least partially dislodged within a few weeeks.",3
peels off time to time,3
"I like the tape, it is strong, clear and does its job well.

My only problem with it is the red lining tape, if you don't use the tape up within a few months the red lining tape becomes brittle and sticks to the clear tape in tiny pieces.  You have to remove it from the clear tape, but that becomes very difficult and time consuming because it sticks hard to it.  That would be OK if it stayed in one piece, but the red lining tape sticks to it in tiny pieces which have to be picked off with a pair of tweezers... which is a hassle.

Get it if you plan to use the entire roll, but don't expect the last half of the roll to be usable after several months without a great deal of hassle.",3
"Priced too high, when I can get 6,000. $38.00",3
The rolls have less tape on them than I expected. I will not order again.,3
Poorly made didn't last. Comming apart at the edges.,3
"Trublock Technology is a gray coating on the adhesive side of the label so that it is more opaque and covers what is underneath. If this is important to you than it's an added bonus. Otherwise, not an essential quality.",3
"I wanted to use this to mount a utensil rack so I wouldn't have to drill holes.  When I got it, I found that the tape could not hold the rack because of the weight of the utensils.  I was disappointed.  (I'm going to try my commercial strength adhesive velcro.  That usually holds anything.)

The instructions on the back state:
4 inches of tape for every 1 pound of weight

So measure the space that will sit FLAT on the surface to determine if there is enough surface space for the amount of tape you need.  In my case, there was only about a half inch of surface space on each end, thus it would hold only 1/2 pound with this tape.

Hope this helps.",3
This tape seems to have a more difficult time adhering to cardboard than most of the other packing tapes I have used.,3
"Good tape, press it down to make sure it adheres well. I've had to reinforce some runs of tape. I'll try a different brand next time.",3
"This should be advertised as ""sickly packaging tape"", because it didn't show up to work on my packages, and it literally fell off 1 day later like an employee too lazy to even tell you he quits the 2nd day. This is the weak acrylic stuff, and I think most of us meant to purchase the ""heavy duty (20x stronger than acrylic)"" packaging tape instead. But even still, this is advertised as ""packaging tape"" and it's completely unfit for this purpose.

Update from 1 to 3 stars: 3M sent me replacements. I can't really argue with the brand. The tape is apparently designed for long term storage, which the heavy duty tape runs into some issues with (yellowing of tape for example), ""flagging"" of the tape, and extreme temperature variations; hence the use of acrylic.",3
So so on adhesion. For sealing the top of a box temporarily it works well. It is not ideal for using as a tape to put together shipping boxes though.,3
This mouse pad stinks (literally). My optical mouse sometimes gets confused on the flat black mouse pad surface and I have to lift it off and set it down again.,3
great old school mouse pad.  soft top so it works with any kind of mouse flawlessly.,3
"Decent labels, a little overpriced",3
Works great for posting signs around school.,3
...but not as strong as I would have liked.,3
"Scotch Exterior Mounting Tape, 1-Inch by 60-Inch.. I haven't used this yet. But the Brand name of Scotch. I be surprised if it doesn't work well.",3
It is what it is and does it's job. After about 6 months of use it's showing wear and tear already with the top edges curling off.,3
"Good for light and small posters, but not for larger ones. Even if you use more tape it just comes off eventually. Had to switch back to the poster-ripping command strips. I wish there was something out there that wouldn't mess up your posters after use.",3
Wish it were taller.,3
as described,3
"Edit: It has been a few months and the smell really has not gone away. It is funky but I still use it sometimes. Had rated it 5 stars when I thought the smell would dissipate. Now rating 3.

Simple mouse pad. Black. All that I could have asked.

As many other reviews have stated this mouse pad smells like a bicycle inner tube. It is quite strong. Despite this I like the mouse pad. I am going to try washing it with dish soap and letting it dry. In time I think the smell will leave. For the price I paid for it I am willing to do a little work to get it to the place I want it.

It doesn't slide around on the desk and helps my older mouse read well. It is low-key and not an eye sore. I have had issues in the past with mouse pad liners coming apart from the base of the pad, this one looks well bonded and resisted my attempts to roll it off.
Does the job without getting in the way. Would buy again as long as I am able to get the smell out.

(photos: 1) the bottom of the mouse pad, 2) the mouse pad as compared to my 13inch macbook pro, 3) mouse pad as compared to my old apple mouse)",3
"Whats in the box: 300 business cards, on a row.

These labels are great for appointment cards, and raffle tickets. I use them on a daily basis. The setback is that they are quite expensive. I would also add that the cards do NOT always tear straight, or neatly.

For: offices, appointment cards, business cards, raffle tickets, etc",3
"Super cheap, flimsy foam mouse pad but it gets the job done.",3
"The trick to using this tape seems to be figuring out how to get it out of the dispenser without crumpling it up. For me, this has been quite a bit harder than with regular Scotch double-stick tape.

On the bright side, thus far I have in every case managed to eventually get the tape out of the dispenser in useable flat smooth condition, thanks to its being thicker than regular double-stick tape, and enough less adhesive that I was even able to uncrumple and use the strip that ended up in a ball at first. This tape also held a large (2' x 3') poster well but remove-ably for me on a painted wall.

Even so, I much prefer hanging most things on walls that can't be marred by using Scotch Command Strips rather than this or any other solution I've found thus far.",3
"This is a basic gel-like wrist pad that should work for its purpose. Most disappointed is the gel. It's not as jelly, feels very flat.  Facts: The width is about the same as keyboard, but the pad is  about 3/4 inch thick (much thinner than expected as my current wrist pad is over 1"" thickness.)  The bottom of the pad seems to have a material that makes a crinkle plastic sounds when moves. The top of pad where your wrist rests is flat.",3
"Had a really really bad smell when first opened. Other than that, its a mouse pad that's really cheap. Don't expect much.",3
The tape is thin and does not stick as well as Duck tape.,3
"I like to make 20x30 enlargements and put them on light (not heavy) foam poster board.  The trick is trying to hang or otherwise affix them to the wall.  It may be the type of paint on my walls, but this stuff does not work well in my home.

I tried it once a long time ago and just recently decided to try again.  Who knows, ""Maybe I'll have better luck this time,"" I thought.  My wife scoffed as I proudly joined her for a night's rest.  ""Have faith,"" I said, ""It won't fall down this time.""  As I peered through the darkness, I noticed that the wall seemed whiter than it should - at least where I placed the poster.

""Never mind - it fell down already,"" I said.

This is not to say that it is a bad product (all the time).  Just know that it doesn't work in some cases.",3
"It sticks, it works as described and seems to last.  $5 for 60 inches is too expensive but that is a competitive price for this junk.",3
its tape,3
"I cut a 1"" square to hang a hook on my shower wall to hold a back brush. I followed the directions to the letter. I didn't let it get wet for 48 hours after applying it to the wall and hook. It held for 3 days before the hook fell off.",3
The glue holding the fabric on the gel is terrible. It's all filled with air holes and wrinkles. Does the job. Just ugly now.,3
"It rolls out smoothly in my dispenser and is easy, easy, easy to handle.  Its almost too easy.  I worry that it'll come off.  I had to take some off to get into my box and it came off like a breeze.  I don't want it to come off in transit. It was starting to come off the bottom of a box that was stuffed full and required a few more rounds of tape.  We'll see how it performs as the boxes travel from truck to storage facility, to cargo hold, to storage facility, to moving van, to our new home in Hawaii.",3
Good value,3
"Not sure what everyone is going on about as far as the ""smell"" of the mouse pad.  I have a good sniffer and detected nothing malodorous.  My biggest complaint is that it doesn't have enough weight to it to make it hold still.  I had to tape it to my desk.  Other than that - it works just find",3
"I have had this for about a year now and it is coming apart in more places than one. The shiny cloth cover came off a few months ago, this month the rest of it falling apart. Has worked great until then.",3
the tape when printed gave out a choppy printed label so teh quality is medium,3
"Fast shipping , wasn't Polyester tape but I kept anyway and used it..Worked ok.",3
Cloth curled up (separated) within months,3
"I don't know why the description has ""premium"" in it.  But if you like plastic pads (hard laminate) then this will work out for you.  And as an add-on for $2 you can't go wrong.",3
long-lasting?  you have to know when to use this and when to use the heavy-duty kind if you want something fixed somewhere for a long time.,3
i bought this mousepad strictly for the price - it is not the best one since the mouse slides all over the place but it is good enough as a back up - would not purchase this style again because i like  a pad that is more spongy. just to be clear it does its job - it is just not my favorite kind of mousepad.,3
kids like story BUT while i really wanted a board book this one is just so small.  wish larger,4
"Bought this used and it came in great condition, almost like it had never been read. The story isn't as good as the original corduroy but my husband had this version as a child so had to add it to our daughter collection",4
Fits the Bible well.  I wish it was more secure though.,4
"That being said ...
I do like that it keeps all things easily @ hand ...
I do use it all week to study me Sabbath School Lesson ...
I use it also on a weekly basis to carry lesson & Bible to church ...
It is good in theory ...
Needs to be a bit firmer in construction ...",4
"I love this cover! I am tired of my kids destroying bibles and their bindings. This cover works well and my daughter loves the pocket on the front to keep a pencil/pen/stickers, etc.

My only complaint is that the Adventure Bible Junior Bible does not fit in it very well. The bible very easily falls out if the kiddo tries to pick it up when it is unzipped. This is frustrating, but overall it serves its purpose and will work better when she gets the older kid Adventure bible.",4
My daughter likes this backpack type Bible cover.  She is able to put some pens and a little notebook in the pockets.  The cover does protect the Bible.,4
"My kid loves this cover.  Love the pockets and the strap.  It does a good job protecting the Bible.  Only problem is that it doesn't stay on the Bible as well as some other covers I have had.  Which is very odd because it was made for the Adventure Bible - which is what we have it on.  It is just a little too big.  When the Bible is closed it stays on fine.  When you go to close your Bible, that is when it can slip right off.  Not every time, but enough that it annoys me.  Doesn't seem to both my kid though.",4
Seems to be rip-stop. Fits true to size.,4
"This cover is great for kiddos who continually break bibles and their bindings! My kids love the  pocket in the front. It's a great place for stickers, pen, pencil, etc that they get from church.

I do not like that the Junior Adventure Bible does not fit in it well. My younger kids pick up the case with the bible without zipping it and it falls right out. I'm not too worried about it because I always try to double-check to make sure it's zipped, and it works well with the older kid Adventure Bible so they can grow into it.",4
"I bought this for my 8yo's adventure Bible to help keep it clean and protected.  The material does seem a bit cheap, but it looks nice enough and he likes it, which is what really matters. He LOVES all of the many pockets. There's always a place to keep whatever they've given him at church that day. He has one of the Adventure Bibles that clasps shut, which means we weren't able to take advantage of slipping the front and back covers into the case. Instead, he just clasps the Bible shut and places it in the case. That's fine though, it'd be that way with any case he got for it. It'd be hard to read it in the case anyway when he's got the pockets crammed full of stuff. The handle seems pretty secure, but I guess I could see that the material it's attached to could rip if it were treated casually. I've told him that he can carry it by the handle, but I've asked him not to swing it around by the handle because other reviewers have said it can fall off easily. So far, so good. All in all, nice case to fit the Adventure Bible.",4
"Purchased for my son to use when carrying his Scout Book. It's mad wit through numerous camping trips - including a week at summer camp! Zipper and velcro hold up very well! Nice feel with handle and ample inside room - including a space for a pen/pencil. Only complaint was the compass - the clip broke about week two and compass was lost. Not a big deal as my son uses a better quality compass anyway but if you're buying it for the compass, I'd suggest placing it in a pocket or adding a sturdier hook.",4
I should have read the dimensions. This is a lot bigger than i expected. I love all of the pockets and the fact that you can take the bible cover out and use it just like that as well.,4
"this is a cheaper product, but it will still protect the bible from wear and tear. I cannot complain about it.",4
"Did not fit the Bible I bought it fer ...
Yes I checked the measurements ...
However I liked it enough that I kept it  ...
And put it on another Bible I had",4
A very nice Bible Case that I used to replace another one that was damaged.,4
"Love this cover! It's well made, it's sewn together and honestly I expect it to last me a very long time. I'll edit this or post in the comments if I have any problems so if you don't see any here, then know it's still going well.

The only thing I don't like, but fully expected for the price, is that I believe this to be faux leather. Still, it's not cheap plastic or vinyl. This feels very durable. I'm very confident in saying this.

I bought it to go with my new&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Large-Print-Life-Application-Study-Bible-NIV/dp/1414359764/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Large Print Life Application Study Bible (NIV)</a>&nbsp;in hardcover. It fit perfectly well. I wrote a review on that Bible and the link will be in the comments, if you're interested.

This particular size does fit that Bible very well. I mean, as I put it in the other review, it fits it as snug as a bug in a rug. I couldn't have been more pleased. Just keep in mind that I don't think a soft cover will work well with any Bible cover. They get more and more flimsy as the years pass.

There isn't much more to say except that I'm very excited to own this one. I totally love it.",4
"This is a wonderful design. It has everything you could ask for with a student calendar...and it is bright and colorful.  However, unless velcro is added to each piece or push pins are used, there is no easy way to change the calendar every month.",4
"The calendar is perfect for your home school classroom.  It helps teach the little ones the days of the week, months, weather, etc..My only wish is that this was velcro/magnet. I have push pin holes everywhere.  One day in my ""spare time"", I am going to put the little velcro on the back of each piece and on the calendar.",4
"This is a good little calendar set. I laminated the school house with contact paper to make it more durable. As well as the months, weather, etc. I did not laminate the days and special days squares, because there were so many, but I would recommend it if you can. The illustrations are cute and colorful, and it like the school house design as well.",4
My students enjoyed using this chart on a daily basis.  But the red arrow doesn't stay in place.,4
Granddaughter liked!,4
"I ordered this and the learing to swim book last year.  I probably needed to raise a star on my other review, but apparently my niece would be angry and defiant after watching Pepe, they cut her off of it, and she's her cute sweet self again ( most of the time). Books are ok, I guess I don't know about the tv show though. My niece is going into princess stuff now anyway,",4
Purchased to add to a Peppa Pig gift bag.  It was a big hit.,4
gift for granddaughter,4
grandson likes it.,4
