,instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
628,14896,3,1,9,20,0,1,1,2,0.62,0.5909,0.73,0.1343,32,308,4
629,3558,2,0,6,3,0,4,1,1,0.66,0.6212,0.44,0.1045,0,4,0
630,2314,2,0,4,7,0,1,1,2,0.5,0.4848,0.88,0.2239,12,164,2
631,2960,2,0,5,5,0,0,0,2,0.44,0.4394,0.77,0,0,5,0
632,4561,3,0,7,22,0,3,1,1,0.68,0.6364,0.83,0.194,48,136,2
633,6902,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,0
634,13678,3,1,7,2,0,0,0,1,0.66,0.6212,0.74,0.1343,33,79,2
635,8112,4,0,12,15,0,5,1,1,0.38,0.3939,0.46,0.2836,29,160,2
636,14778,3,1,9,22,0,3,1,1,0.56,0.5303,0.64,0.0896,23,189,3
637,16383,4,1,11,8,0,2,1,1,0.34,0.3333,0.71,0.1343,16,649,4
638,10990,2,1,4,1,0,0,0,1,0.44,0.4394,0.24,0.2239,14,50,1
639,510,1,0,1,8,0,0,0,1,0.06,0.0758,0.62,0.1642,2,17,0
640,15980,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,4
641,8802,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,149,296,4
642,11433,2,1,4,13,0,4,1,2,0.5,0.4848,0.82,0.1642,19,178,3
643,15917,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,3
644,3319,2,0,5,4,0,1,1,2,0.54,0.5152,0.94,0,2,2,0
645,5906,3,0,9,14,0,4,1,2,0.7,0.6667,0.79,0.3582,15,105,2
646,15902,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,116,2
647,13841,3,1,8,21,0,6,0,1,0.8,0.7727,0.59,0.2537,96,193,3
648,967,1,0,2,21,0,6,0,1,0.26,0.303,0.41,0,9,42,1
649,17325,1,1,12,17,0,6,0,1,0.26,0.2424,0.79,0.1045,18,100,2
650,11103,2,1,4,19,0,4,1,1,0.46,0.4545,0.31,0.2985,50,383,4
651,5569,3,0,8,22,0,3,1,1,0.7,0.6515,0.65,0.3582,41,140,2
652,4070,3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,28,108,2
653,12940,3,1,6,8,0,4,1,1,0.66,0.6212,0.5,0.1343,40,577,4
654,7794,4,0,11,8,0,6,0,1,0.32,0.3333,0.76,0.0896,10,50,1
655,16265,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,2
656,9327,1,1,1,12,0,0,0,1,0.32,0.303,0.26,0.2239,73,215,3
657,15919,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,7,94,2
658,16421,4,1,11,22,0,3,1,1,0.34,0.3636,0.49,0,6,82,1
659,9456,1,1,2,21,0,5,1,1,0.34,0.3485,0.49,0.1045,8,126,2
660,7595,4,0,11,1,0,5,1,1,0.26,0.2273,0.44,0.3284,0,10,0
661,12239,2,1,5,3,0,3,1,3,0.62,0.5606,0.88,0.1343,0,5,0
662,16461,4,1,11,14,0,5,1,1,0.5,0.4848,0.36,0.2537,240,195,4
663,13264,3,1,7,20,0,3,1,1,0.74,0.6667,0.51,0.1642,73,410,4
664,828,1,0,2,22,0,0,0,1,0.26,0.303,0.6,0,5,57,1
665,1578,1,0,3,5,0,5,1,1,0.3,0.2879,0.81,0.2239,1,6,0
666,4193,3,0,6,14,0,2,1,1,0.86,0.7879,0.44,0.2239,43,117,2
667,14417,3,1,8,21,0,2,1,1,0.72,0.6667,0.48,0.0896,38,276,3
668,4802,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,2
669,6277,4,0,9,2,0,6,0,2,0.58,0.5455,0.94,0.0896,14,54,1
670,5429,3,0,8,2,0,5,1,3,0.64,0.5758,0.83,0,0,8,0
671,5296,3,0,8,13,0,6,0,2,0.74,0.7121,0.74,0.3284,61,92,2
672,1487,1,0,3,7,0,1,1,1,0.2,0.1667,0.75,0.4179,3,88,1
673,8095,4,0,12,22,0,4,1,1,0.26,0.2727,0.65,0.1343,8,84,1
674,6525,4,0,10,10,0,2,1,1,0.48,0.4697,0.67,0.2836,19,107,2
675,4164,3,0,6,9,0,1,1,2,0.72,0.6667,0.54,0,37,150,2
676,7969,4,0,12,16,0,6,0,1,0.38,0.3939,0.46,0,75,230,3
677,6825,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,2
678,3223,2,0,5,4,0,4,1,1,0.48,0.4697,0.94,0,2,3,0
679,10343,1,1,3,1,0,1,1,1,0.38,0.3939,0.5,0.1343,1,9,0
680,10357,1,1,3,15,0,1,1,1,0.56,0.5303,0.4,0.1343,74,159,3
681,3780,2,0,6,9,0,6,0,1,0.74,0.6818,0.62,0.1343,59,171,3
682,14923,3,1,9,23,0,2,1,2,0.56,0.5303,0.83,0.2239,11,67,1
683,7057,4,0,10,15,0,3,1,2,0.52,0.5,0.77,0,11,59,1
684,15687,4,1,10,19,0,6,0,1,0.5,0.4848,0.45,0.1343,77,268,4
685,34,1,0,1,10,0,0,0,2,0.36,0.3485,0.81,0.2239,7,46,1
686,5869,3,0,9,0,0,3,1,2,0.54,0.5152,0.94,0.2239,1,12,0
687,4011,3,0,6,0,0,2,1,1,0.62,0.5909,0.78,0.1642,10,23,1
688,3034,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.194,25,293,3
689,474,1,0,1,18,0,5,1,1,0.12,0.1212,0.3,0.2537,1,119,2
690,1897,2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,16,122,2
691,14480,3,1,8,12,0,5,1,1,0.86,0.7424,0.26,0.2537,120,290,4
692,2033,2,0,3,13,0,3,1,2,0.36,0.3485,0.46,0.2239,14,84,1
693,6486,4,0,10,19,0,0,0,2,0.38,0.3939,0.76,0.1642,34,128,2
694,1188,1,0,2,12,0,2,1,1,0.2,0.2273,0.59,0.1045,7,48,1
695,11880,2,1,5,4,0,2,1,3,0.56,0.5303,0.94,0,1,4,0
696,9061,1,1,1,10,0,3,1,1,0.3,0.2727,0.42,0.4627,5,88,1
697,5550,3,0,8,3,0,3,1,1,0.58,0.5455,0.68,0.1343,0,1,0
698,8506,1,0,12,2,1,1,0,1,0.34,0.3182,0.46,0.2239,2,5,0
699,10589,2,1,3,7,0,4,1,2,0.48,0.4697,1,0.0896,29,332,4
700,2596,2,0,4,1,0,6,0,2,0.32,0.3182,1,0.194,5,11,0
701,5568,3,0,8,21,0,3,1,1,0.7,0.6515,0.61,0.3582,47,189,3
702,14654,3,1,9,18,0,5,1,1,0.76,0.7121,0.62,0.2985,95,697,4
703,7236,4,0,11,2,0,4,1,1,0.34,0.3333,0.76,0.1343,2,5,0
704,16410,4,1,11,11,0,3,1,1,0.4,0.4091,0.5,0.194,43,198,3
705,4988,3,0,7,17,0,0,0,1,0.92,0.7727,0.16,0.1642,114,206,3
706,10780,2,1,3,6,0,5,1,1,0.32,0.3333,0.57,0.1343,5,81,1
707,12509,2,1,6,9,0,0,0,1,0.7,0.6515,0.58,0,91,175,3
708,1280,1,0,2,11,0,6,0,1,0.3,0.3333,0.45,0,26,100,2
709,11195,2,1,4,15,1,1,0,1,0.8,0.697,0.33,0.4478,81,194,3
710,15218,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,2
711,1509,1,0,3,5,0,2,1,1,0.2,0.2273,0.69,0.1045,2,8,0
712,6511,4,0,10,20,0,1,1,3,0.4,0.4091,0.82,0,13,191,3
713,5663,3,0,8,9,0,1,1,1,0.62,0.6212,0.53,0.2537,22,166,2
714,5553,3,0,8,6,0,3,1,1,0.56,0.5303,0.73,0,3,105,2
715,16612,4,1,11,22,0,4,1,1,0.26,0.2879,0.7,0.0896,4,147,2
716,8228,4,0,12,11,0,3,1,2,0.34,0.3636,0.55,0,12,103,2
717,9340,1,1,1,1,0,1,1,1,0.26,0.2273,0.6,0.3582,0,9,0
718,12469,2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,114,679,4
719,12735,2,1,6,19,0,2,1,1,0.8,0.7727,0.59,0.2239,82,432,4
720,7753,4,0,11,15,1,4,0,1,0.5,0.4848,0.31,0.2537,78,71,2
721,15777,4,1,10,13,0,3,1,1,0.66,0.6212,0.54,0,65,241,3
722,10684,2,1,3,6,0,1,1,1,0.42,0.4242,0.82,0.194,7,110,2
723,2488,2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,41,128,2
724,6081,3,0,9,22,0,4,1,1,0.44,0.4394,0.67,0.2836,7,108,2
725,155,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0,9,178,2
726,16103,4,1,11,16,0,4,1,1,0.42,0.4242,0.16,0.3881,18,321,4
727,9586,1,1,2,8,0,4,1,1,0.2,0.197,0.64,0.2537,11,473,4
728,12238,2,1,5,2,0,3,1,3,0.62,0.5455,0.94,0.0896,1,4,0
729,14018,3,1,8,6,0,0,0,1,0.64,0.6061,0.65,0.1642,2,14,0
730,7067,4,0,10,1,0,4,1,1,0.46,0.4545,0.94,0,2,9,0
731,999,1,0,2,6,0,1,1,1,0.34,0.303,0.46,0.2985,1,25,0
732,3689,2,0,6,14,0,2,1,2,0.8,0.7273,0.43,0.2836,34,112,2
733,6534,4,0,10,19,0,2,1,1,0.52,0.5,0.68,0.2239,35,310,4
734,5003,3,0,8,8,0,1,1,1,0.8,0.7273,0.43,0.194,35,347,4
735,6495,4,0,10,4,0,1,1,1,0.34,0.3485,0.87,0.1045,2,6,0
736,4893,3,0,7,18,0,3,1,1,0.82,0.7121,0.28,0.1045,78,463,4
737,11363,2,1,4,15,0,1,1,2,0.36,0.3333,0.62,0.3881,11,101,2
738,7653,4,0,11,11,0,0,0,2,0.5,0.4848,0.63,0.1045,74,212,3
739,8148,4,0,12,3,0,0,0,1,0.16,0.1818,0.59,0.1343,2,17,0
740,17292,1,1,12,8,0,5,1,2,0.24,0.2424,0.6,0.1343,1,238,3
741,13519,3,1,7,11,0,0,0,2,0.66,0.6212,0.74,0,191,314,4
742,2296,2,0,4,12,0,0,0,2,0.42,0.4242,0.88,0.1343,94,136,3
743,3152,2,0,5,5,0,1,1,1,0.5,0.4848,0.93,0.194,1,20,0
744,2058,2,0,3,14,0,4,1,3,0.3,0.303,0.87,0.1343,27,49,1
745,2124,2,0,4,8,0,0,0,1,0.34,0.3333,0.57,0.1642,18,44,1
746,9640,1,1,2,14,0,6,0,2,0.26,0.2424,0.81,0.2537,38,205,3
747,1938,2,0,3,12,0,6,0,1,0.3,0.2879,0.36,0.194,98,129,3
748,16606,4,1,11,16,0,4,1,1,0.36,0.3485,0.4,0.2239,24,346,4
749,9123,1,1,1,0,0,6,0,3,0.16,0.1515,0.64,0.2239,0,24,0
750,7230,4,0,11,20,0,3,1,1,0.4,0.4091,0.66,0.1343,5,177,2
751,15858,4,1,10,22,0,6,0,2,0.52,0.5,0.72,0.2537,41,116,2
752,15657,4,1,10,13,0,5,1,1,0.62,0.5909,0.73,0.2239,87,288,4
753,4676,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,4
754,14535,3,1,9,19,0,0,0,2,0.7,0.6667,0.84,0.2239,140,152,3
755,6267,4,0,9,16,0,5,1,3,0.62,0.5455,0.94,0,5,51,1
756,3651,2,0,6,0,0,1,1,1,0.62,0.5909,0.78,0.1343,11,18,1
757,5398,3,0,8,19,0,3,1,1,0.76,0.697,0.55,0.2239,50,297,4
758,16829,4,1,12,23,0,6,0,2,0.4,0.4091,0.94,0,18,144,2
759,15220,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,4
760,6889,4,0,10,15,0,3,1,3,0.54,0.5152,1,0.1343,21,99,2
761,13009,3,1,7,5,0,0,0,1,0.68,0.6364,0.79,0.1045,3,7,0
762,1885,2,0,3,7,0,4,1,3,0.26,0.2576,1,0.2239,2,106,2
763,14882,3,1,9,6,0,1,1,1,0.48,0.4697,0.82,0,7,157,2
764,4951,3,0,7,4,0,6,0,1,0.72,0.6818,0.66,0.1642,4,6,0
765,7945,4,0,12,16,0,5,1,1,0.42,0.4242,0.41,0.0896,22,254,3
766,16988,4,1,12,14,0,6,0,1,0.4,0.4091,0.5,0.1642,92,334,4
767,4471,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5,0
768,2257,2,0,4,21,0,5,1,2,0.3,0.2879,0.93,0.2537,11,43,1
769,1056,1,0,2,17,0,3,1,1,0.46,0.4545,0.28,0.2836,11,244,3
770,3604,2,0,6,1,0,6,0,1,0.54,0.5152,0.64,0.1045,14,80,1
771,6578,4,0,10,15,0,4,1,1,0.58,0.5455,0.46,0.1343,62,157,3
772,1886,2,0,3,8,0,4,1,3,0.26,0.2273,1,0.2985,4,120,2
773,9576,1,1,2,22,0,3,1,2,0.24,0.2424,0.87,0.1343,3,95,1
774,15892,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,1
775,5263,3,0,8,4,0,5,1,1,0.62,0.6212,0.53,0.1343,0,5,0
776,11721,2,1,5,13,0,2,1,3,0.64,0.6061,0.65,0.2537,53,166,3
777,2741,2,0,4,2,0,5,1,1,0.46,0.4545,0.63,0.1045,2,8,0
778,11461,2,1,4,17,0,5,1,1,0.54,0.5152,0.24,0.3881,89,613,4
779,7105,4,0,10,15,0,5,1,2,0.36,0.3333,0.43,0.2537,44,171,3
780,15651,4,1,10,7,0,5,1,3,0.54,0.5152,0.94,0,5,149,2
781,7817,4,0,11,7,0,0,0,1,0.38,0.3939,0.87,0.2239,12,11,0
782,10606,2,1,3,0,0,5,1,1,0.56,0.5303,0.83,0,30,65,1
783,8383,4,0,12,22,0,2,1,2,0.36,0.3788,0.66,0,3,104,2
784,4692,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,3
785,320,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,1
786,16845,4,1,12,15,0,0,0,3,0.36,0.3485,0.93,0.1642,25,200,3
787,3752,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,1
788,12225,2,1,5,13,0,2,1,1,0.82,0.7727,0.52,0.3881,63,176,3
789,13422,3,1,7,10,0,3,1,1,0.9,0.8485,0.42,0.194,39,99,2
790,7712,4,0,11,22,0,2,1,2,0.5,0.4848,0.94,0.194,6,81,1
791,12637,2,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,125,698,4
792,3883,2,0,6,16,0,3,1,1,0.76,0.6667,0.27,0.1343,47,265,3
793,12470,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,147,576,4
794,15526,4,1,10,2,0,0,0,1,0.4,0.4091,0.76,0.0896,8,58,1
795,2454,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,12,13,0
796,6664,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0,2,19,0
797,4869,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,68,478,4
798,9585,1,1,2,7,0,4,1,1,0.2,0.197,0.69,0.2537,4,263,3
799,12943,3,1,6,11,0,4,1,1,0.8,0.697,0.31,0.194,41,170,3
800,15409,4,1,10,5,0,2,1,2,0.38,0.3939,0.82,0.194,0,19,0
801,16795,4,1,12,13,0,5,1,2,0.36,0.3485,0.66,0.1343,23,197,3
802,8041,4,0,12,16,0,2,1,3,0.46,0.4545,1,0.2537,4,84,1
803,11957,2,1,5,9,0,5,1,1,0.56,0.5303,0.56,0.1045,57,304,4
804,2253,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2537,10,138,2
805,4283,3,0,7,8,0,6,0,1,0.68,0.6364,0.57,0,38,94,2
806,4771,3,0,7,16,0,5,1,3,0.9,0.8333,0.39,0.2985,29,153,2
807,8863,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,2,2,0
808,9952,1,1,2,16,0,5,1,3,0.4,0.4091,0.87,0.194,12,166,2
809,10642,2,1,3,12,0,6,0,3,0.52,0.5,0.94,0.2239,61,122,2
810,16983,4,1,12,9,0,6,0,1,0.26,0.2727,0.75,0.1045,17,203,3
811,9839,1,1,2,21,0,0,0,3,0.26,0.2576,0.65,0.1642,3,33,1
812,13922,3,1,8,6,0,3,1,2,0.7,0.6667,0.84,0.1642,4,169,2
813,10327,1,1,3,9,0,0,0,1,0.26,0.2576,0.6,0.2239,20,70,1
814,10608,2,1,3,2,0,5,1,1,0.54,0.5152,0.88,0.0896,12,20,1
815,16147,4,1,11,12,0,6,0,1,0.48,0.4697,0.48,0,258,348,4
816,2737,2,0,4,22,0,4,1,1,0.54,0.5152,0.45,0.1642,34,119,2
817,12169,2,1,5,5,0,0,0,1,0.62,0.5758,0.83,0.194,2,5,0
818,13789,3,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,90,775,4
819,6728,4,0,10,21,0,3,1,3,0.54,0.5152,1,0.1045,9,74,1
820,2552,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,0,14,0
821,12856,3,1,6,20,0,0,0,1,0.78,0.697,0.46,0.2537,108,224,4
822,14839,3,1,9,11,0,6,0,1,0.64,0.6212,0.38,0.3881,228,399,4
823,813,1,0,2,7,0,0,0,1,0.24,0.2424,0.65,0.1642,0,8,0
824,17261,1,1,12,1,0,4,1,3,0.24,0.197,0.93,0.4478,0,5,0
825,8778,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,3
826,14263,3,1,8,11,0,3,1,1,0.72,0.6667,0.58,0.0896,71,196,3
827,2324,2,0,4,17,0,1,1,1,0.74,0.6667,0.48,0.5224,100,352,4
828,5710,3,0,8,8,0,3,1,1,0.62,0.6061,0.69,0,27,440,4
829,2695,2,0,4,4,0,3,1,1,0.56,0.5303,0.94,0.2239,0,6,0
830,160,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,1
831,2566,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,52,272,4
832,3475,2,0,5,16,0,0,0,1,0.74,0.697,0.7,0.2836,194,167,4
833,3042,2,0,5,15,0,3,1,1,0.64,0.6212,0.41,0,48,131,2
834,1605,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,9,44,1
835,4754,3,0,7,23,0,4,1,1,0.8,0.8182,0.71,0.1642,40,73,2
836,16318,4,1,11,15,0,6,0,1,0.42,0.4242,0.35,0.2985,175,374,4
837,16923,4,1,12,21,0,3,1,2,0.3,0.2879,0.52,0.2537,16,186,3
838,11497,2,1,4,5,0,0,0,1,0.34,0.3636,0.87,0,0,6,0
839,14512,3,1,9,20,0,6,0,3,0.76,0.7273,0.67,0.2537,67,140,3
840,4331,3,0,7,8,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,1
841,16392,4,1,11,17,0,2,1,2,0.4,0.4091,0.71,0.1642,37,553,4
842,5746,3,0,9,20,0,4,1,1,0.66,0.6212,0.61,0.2239,33,247,3
843,13470,3,1,7,10,0,5,1,2,0.7,0.6667,0.79,0.1642,51,182,3
844,1187,1,0,2,11,0,2,1,1,0.16,0.2273,0.64,0,7,43,1
845,1746,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,43,74,2
846,5610,3,0,8,15,0,5,1,2,0.8,0.7727,0.59,0.194,53,196,3
847,6426,4,0,9,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,3
848,16643,4,1,12,5,0,6,0,1,0.24,0.2576,0.87,0.0896,1,12,0
849,4645,3,0,7,10,0,0,0,1,0.74,0.6818,0.6,0.2239,127,177,3
850,13280,3,1,7,12,0,4,1,1,0.78,0.6818,0.35,0.1343,71,221,3
851,15908,4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,44,197,3
852,1989,2,0,3,17,0,1,1,1,0.34,0.303,0.23,0.2985,25,227,3
853,8405,1,0,12,20,0,3,1,2,0.5,0.4848,0.94,0.3582,5,162,2
854,6350,4,0,9,3,0,2,1,2,0.62,0.5455,0.94,0,5,5,0
855,495,1,0,1,16,0,6,0,1,0.12,0.1364,0.28,0.194,11,72,1
856,4518,3,0,7,3,0,2,1,2,0.7,0.6667,0.79,0,2,6,0
857,7130,4,0,10,16,0,6,0,3,0.22,0.197,0.93,0.3284,3,19,0
858,13208,3,1,7,12,0,1,1,2,0.74,0.6818,0.58,0.1343,61,205,3
859,9030,1,1,1,2,0,2,1,3,0.28,0.2727,0.75,0.2537,0,12,0
860,8423,1,0,12,14,0,4,1,2,0.46,0.4545,0.63,0,23,136,2
861,16827,4,1,12,21,0,6,0,2,0.36,0.3788,1,0,34,175,3
862,292,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,1
863,9736,1,1,2,14,0,3,1,1,0.42,0.4242,0.41,0.3582,6,128,2
864,4363,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,3
865,7788,4,0,11,2,0,6,0,1,0.3,0.3182,0.81,0.1045,3,20,0
866,1877,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0,2,24,0
867,1576,1,0,3,2,0,5,1,3,0.34,0.3485,1,0.1045,2,3,0
868,9659,1,1,2,9,0,0,0,1,0.1,0.0909,0.49,0.2985,3,60,1
869,15311,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0,5,11,0
870,9097,1,1,1,22,0,4,1,2,0.26,0.2273,0.44,0.4179,0,90,1
871,17376,1,1,12,20,0,1,1,2,0.26,0.2576,0.6,0.1642,8,81,1
872,749,1,0,2,14,0,4,1,1,0.22,0.197,0.37,0.3881,4,43,1
873,6802,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102,2
874,11480,2,1,4,12,0,6,0,2,0.38,0.3939,0.43,0,105,276,4
875,452,1,0,1,20,0,4,1,2,0.26,0.2424,0.6,0.2836,2,124,2
876,5779,3,0,9,5,0,6,0,1,0.62,0.6061,0.69,0.194,3,9,0
877,14313,3,1,8,13,0,5,1,2,0.8,0.7121,0.41,0.1045,79,272,4
878,2894,2,0,5,11,0,4,1,1,0.52,0.5,0.36,0.4478,43,105,2
879,107,1,0,1,15,0,3,1,1,0.3,0.2879,0.28,0.194,7,55,1
880,4459,3,0,7,16,0,6,0,1,0.82,0.7273,0.38,0,171,245,4
881,16791,4,1,12,9,0,5,1,2,0.3,0.303,0.81,0.1343,10,291,3
882,14747,3,1,9,15,0,2,1,1,0.7,0.6364,0.28,0.1045,73,253,4
883,9970,1,1,2,10,0,6,0,1,0.26,0.2273,0.6,0.3582,24,159,2
884,15975,4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,1
885,16920,4,1,12,18,0,3,1,2,0.32,0.303,0.49,0.2239,25,515,4
886,433,1,0,1,1,0,4,1,1,0.26,0.2727,0.56,0,2,3,0
887,297,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,2
888,7909,4,0,12,4,0,4,1,1,0.26,0.2424,0.56,0.2836,0,1,0
889,7665,4,0,11,23,0,0,0,3,0.46,0.4545,0.88,0.0896,3,25,1
890,11274,2,1,4,22,0,4,1,1,0.52,0.5,0.59,0.194,29,219,3
891,13820,3,1,8,0,0,6,0,1,0.74,0.7121,0.79,0.1642,24,137,2
892,3089,2,0,5,14,0,5,1,2,0.52,0.5,0.87,0.2836,70,120,3
893,1206,1,0,2,7,0,3,1,1,0.12,0.1515,0.54,0.1343,2,94,1
894,13491,3,1,7,7,0,6,0,2,0.58,0.5455,0.88,0.2537,8,29,1
895,10614,2,1,3,8,0,5,1,2,0.5,0.4848,0.94,0.1343,47,615,4
896,17157,1,1,12,15,0,6,0,1,0.32,0.2727,0.33,0.5821,14,139,2
897,5200,3,0,8,13,0,2,1,1,0.84,0.7879,0.49,0.1642,48,127,2
898,12046,2,1,5,2,0,2,1,2,0.58,0.5455,0.83,0.1045,1,10,0
899,3043,2,0,5,16,0,3,1,1,0.66,0.6212,0.39,0,49,240,3
900,7155,4,0,10,17,0,0,0,1,0.4,0.4091,0.35,0.1045,54,191,3
901,11285,2,1,4,9,0,5,1,1,0.46,0.4545,0.88,0.0896,30,329,4
902,15954,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,3
903,3581,2,0,6,2,0,5,1,1,0.56,0.5303,0.43,0.2239,0,12,0
904,2215,2,0,4,3,0,4,1,1,0.36,0.3485,0.66,0.194,0,3,0
905,14219,3,1,8,15,0,1,1,1,0.72,0.6667,0.54,0.2537,102,207,3
906,8626,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,0
907,1006,1,0,2,13,0,1,1,1,0.58,0.5455,0.19,0.3881,27,93,2
908,3526,2,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,3
909,812,1,0,2,6,0,0,0,1,0.26,0.2576,0.6,0.2239,0,1,0
910,11220,2,1,4,16,0,2,1,1,0.68,0.6212,0.22,0.3582,50,320,4
911,3224,2,0,5,5,0,4,1,1,0.48,0.4697,0.94,0,2,24,0
912,2966,2,0,5,11,0,0,0,1,0.58,0.5455,0.49,0.0896,142,198,4
913,1388,1,0,3,2,0,4,1,1,0.2,0.1667,0.27,0.4627,1,2,0
914,10354,1,1,3,12,0,1,1,1,0.48,0.4697,0.39,0.2239,59,162,3
915,10670,2,1,3,16,0,0,0,1,0.48,0.4697,0.77,0,153,339,4
916,9202,1,1,1,7,0,2,1,2,0.32,0.3333,0.93,0.1343,11,221,3
917,11545,2,1,5,5,0,2,1,2,0.52,0.5,0.72,0.0896,0,17,0
918,6528,4,0,10,13,0,2,1,1,0.56,0.5303,0.56,0.2985,20,153,2
919,6993,4,0,10,23,0,0,0,1,0.42,0.4242,0.77,0.1642,18,31,1
920,1163,1,0,2,5,1,1,0,2,0.34,0.3636,0.36,0,1,2,0
921,17072,4,1,12,2,0,3,1,1,0.28,0.303,0.65,0.0896,1,2,0
922,410,1,0,1,1,0,3,1,3,0.22,0.2273,0.93,0.1343,1,6,0
923,384,1,0,1,11,1,1,0,2,0.16,0.1515,0.55,0.194,9,55,1
924,10762,2,1,3,12,0,4,1,1,0.5,0.4848,0.42,0.4925,64,228,3
925,32,1,0,1,8,0,0,0,3,0.4,0.4091,0.71,0.2239,0,8,0
926,16940,4,1,12,14,0,4,1,1,0.36,0.3485,0.34,0.1642,31,211,3
927,8682,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,2
928,10424,1,1,3,10,0,4,1,1,0.52,0.5,0.68,0.1045,34,130,2
929,11996,2,1,5,0,0,0,0,1,0.58,0.5455,0.53,0.1045,42,128,2
930,12600,2,1,6,4,0,4,1,2,0.6,0.6212,0.56,0.2537,0,6,0
931,10504,1,1,3,18,0,0,0,1,0.56,0.5303,0.64,0.1642,165,294,4
932,8991,1,1,1,11,0,0,0,1,0.16,0.1515,0.47,0.2239,21,144,2
933,8952,1,1,1,20,0,5,1,1,0.24,0.2424,0.41,0.1642,6,130,2
934,11568,2,1,5,4,0,3,1,1,0.54,0.5152,0.88,0,2,2,0
935,9331,1,1,1,16,0,0,0,1,0.36,0.3333,0.21,0.4179,54,268,4
936,9473,1,1,2,14,0,6,0,2,0.32,0.303,0.66,0.2239,47,229,3
937,3395,2,0,5,8,0,4,1,2,0.66,0.6061,0.83,0.1642,31,458,4
938,7358,4,0,11,4,0,2,1,1,0.3,0.3333,0.87,0,0,4,0
939,12484,2,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045,42,202,3
940,2598,2,0,4,3,0,6,0,3,0.32,0.3333,1,0.0896,0,4,0
941,10494,1,1,3,8,0,0,0,2,0.42,0.4242,0.88,0.1045,25,71,1
942,10783,2,1,3,9,0,5,1,1,0.34,0.3333,0.57,0.1642,29,292,3
